theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,costs1,costs2,effects1,effects2
999.0426514866,0.1015010393,7.474428612,691.9313669438,0.6008835775,0.3602153249,3.1437854987,0.4424842747,-0.1331844256,0.462339361,1500.8260083251,0.0850603068,7.3056591798,0.8320334984,0.3061955909,2.4574523908,0.2157002055,-0.1073973164,0.4357215511,1523.9848745636,1930.8071132316,0.6532178374,0.6159790693
1000.382870413,0.0939346931,2.9796875083,-38.2451602632,0.690438499,0.534078809,3.457740056,0.1016914044,-0.1131379462,0.4576746991,1499.5284992146,0.0937939007,5.5288223735,0.819271655,0.3118472742,3.070317001,0.2517907561,-0.100837741,0.6438862862,989.6782018256,1479.6957134714,1.2697710863,0.7680797414
1000.5189209593,0.1166812162,3.1419974751,318.932163493,0.8236900833,0.2721856111,3.6455935836,0.2342771341,-0.1103104085,0.1664184866,1499.311919659,0.0931235947,3.8088355072,0.9396290025,0.4123591872,4.302063259,0.2526267742,-0.1246838023,0.283605824,1117.4433069591,1612.4347514143,0.8130288578,1.6579642939
1000.8846486823,0.0921632967,5.4985603797,788.1343023792,0.7642101091,0.1861253687,2.7885491132,0.1909304957,-0.0851663602,0.3817936175,1500.4267910033,0.1133677888,5.4761392536,0.9386003048,0.3292765101,3.0706663012,0.1910226461,-0.0886260672,0.4251543178,1400.2838845238,1989.714593393,0.3904318351,0.9418194703
998.6287955662,0.133666406,4.6194102695,496.9930522354,0.6723023876,0.2805084677,3.2100287694,0.4798811579,-0.0994123431,0.2793279434,1499.2433308344,0.0805182442,6.4777281756,0.7158690148,0.2810418797,2.3555251359,0.1801886842,-0.0999465285,0.6514332942,1305.5021099778,1758.4626307471,0.5920424811,0.462174341
999.8882867739,0.1054943532,7.3750285486,359.5805473229,0.678786217,0.4594072663,3.1618738045,0.315340733,-0.1266116783,0.5414591973,1500.7634585099,0.0488710691,7.0397005553,0.7945590256,0.2806027266,3.2603506535,0.2194712646,-0.0831976759,0.3408651789,1279.6505346407,1624.4727200884,0.9643783762,0.7206888514
997.987083663,0.0856238811,7.2323167917,166.0742831827,0.6643797502,0.2491899854,3.0428567346,0.1485306553,-0.1175224655,0.2887671262,1499.8235870845,0.0684774998,3.8884559951,0.7233843967,0.3245252424,2.5144556572,0.3165135345,-0.0688028349,0.580159404,1100.8300836984,1544.0444762016,0.4987249347,0.5776506532
1000.7925929394,0.0955043479,6.9625504113,326.030781,0.7489641794,0.2185929907,3.4851558045,0.3281492888,-0.0604229938,0.5057501616,1500.1856872168,0.0904345723,5.5657516768,0.8936857806,0.2363371391,2.9393669145,0.1724471826,-0.0791905862,0.6647496717,1217.5880116542,1664.2888377734,0.560555959,0.6117490886
999.7614852654,0.1223091831,6.2452355169,551.9587672041,0.5906780783,0.3206735113,2.1552524466,0.1856128671,-0.1340482561,0.3177132714,1502.2818789469,0.1087882379,3.4004199187,0.6064237421,0.2816904739,1.5551314212,0.1906678799,-0.1238890838,0.2182328334,1421.374998803,1706.4656072931,0.4003316904,0.2604984216
1000.5149894778,0.0990738496,2.8426408143,439.5578180013,0.6806949049,0.3141613131,3.3393414291,0.4090275695,-0.1173947269,0.5405440036,1498.5061336264,0.0624152733,7.3405680746,0.9274283945,0.2093442144,3.108025832,0.2546394345,-0.1255312448,0.3546886767,1124.3082593335,1699.8955094023,0.6881558343,0.592091016
998.0491201592,0.1483784799,5.339474896,309.0527478535,0.5911528557,0.4405295823,3.0254342324,0.1747731974,-0.080519247,0.7572860939,1501.3646789967,0.0775671744,7.2927603436,0.7138920939,0.1795167079,2.7745502111,0.1620583856,-0.1292029363,0.6272763294,1242.9002293441,1676.1892707756,0.7772275638,0.342439857
1001.1720292807,0.1103477954,5.3269127715,215.8806433898,0.5867273369,0.3994865088,3.0900382041,0.1907112064,-0.1000552468,0.5066611841,1499.2490367435,0.0917772456,5.8319137866,0.7598765817,0.2876935655,3.2509711032,0.2218676517,-0.0853279546,0.4582943662,1128.0694953225,1614.7963411332,0.7146050551,0.7020237989
1001.3104569102,0.0963491508,7.0348209102,378.4585513305,0.5926612323,0.4676223322,2.7087069107,0.2320069683,-0.0945146487,0.4424680034,1500.8358095304,0.0873646452,7.2550559434,0.9273996008,0.1600166443,1.9735273354,0.2376919863,-0.0661258014,0.6826065203,1257.8292922744,1740.7162325387,0.7409929785,0.2821412994
1000.977403692,0.1313588302,2.8209088208,159.2675063027,0.953744653,0.2764005573,3.5043840218,0.2228870464,-0.1397924043,0.7296796776,1499.7782103679,0.0847223781,5.7674787481,0.9241195419,0.2635313506,3.9860325363,0.1294413598,-0.109321111,0.8428737269,1059.9941824775,1577.601811136,0.901074836,0.9588090945
999.5694216881,0.1255436742,6.0930271905,934.9741717772,0.8156194763,0.2541215219,3.6169854091,0.2370136901,-0.1019612356,0.7061404799,1499.3752198337,0.0686853087,6.9848914729,0.8254955043,0.2990145683,4.5099440579,0.1888216323,-0.1204654743,0.7313084358,1714.7695190339,1947.9378926385,0.732615033,1.0965781633
1000.7197216028,0.0936986847,4.9468062854,714.4930173568,0.6778599247,0.1600617347,3.0326105674,0.3774961414,-0.1162169937,0.8757288916,1501.0058990404,0.0636989872,6.0665331873,0.9382056653,0.2595955217,3.3515784389,0.1839700707,-0.0967800616,0.671078509,1331.8938388143,1777.1088790003,0.2906170236,0.8043419909
999.8612095261,0.0818176407,7.0803078145,535.6838390155,0.6470906032,0.3512539178,2.7672779783,0.2281849699,-0.1549668105,0.3536316834,1498.9260704926,0.1159082241,6.6672016283,0.7540562184,0.331940656,2.9296213553,0.0696716508,-0.0697591077,0.7749575431,1310.1796866049,1912.8937027972,0.6164784125,0.7295233642
1002.0827327005,0.10662723,8.4059170461,423.2825204857,0.5812679319,0.1775932482,3.3267198228,0.1997851772,-0.1058769135,0.3481751734,1500.8159383452,0.0371240605,7.2061966653,0.8052683746,0.3731461026,3.7353851433,0.1619436116,-0.0903714712,0.4329322145,1381.4707078223,1614.053866917,0.3360500024,1.1160828222
1000.5380114834,0.1062762847,3.9104840317,306.7373749409,0.5502832107,0.3880096217,3.3157675287,0.3293725517,-0.0770413977,-0.0595156752,1499.9435263899,0.0638385721,8.7214305003,0.7560650835,0.3106590054,2.561120205,0.2533788677,-0.0978316092,0.5966524939,1128.0155229942,1670.723752839,0.7094769314,0.5867617868
1000.2910130491,0.1067522054,8.8554994911,769.2466584412,0.6735509484,0.2938141053,2.5519443653,0.1761833322,-0.0972845396,0.394674699,1499.5832409231,0.0524167703,5.0459216411,0.8876876595,0.3143852521,1.2965136789,0.1859934836,-0.1044412487,0.5491107681,1727.4938035812,1703.0419939123,0.4982619585,0.3511590413
1001.0900152554,0.1291595559,3.5568631153,141.7209937614,0.7206678465,0.2630040603,3.222999028,0.1581284763,-0.1253324364,0.9466694045,1500.5132025606,0.0700229436,6.8637410689,0.7988166909,0.2594838859,3.0150534884,0.112814509,-0.1072101539,0.6878888604,1066.1970451522,1568.6270550189,0.5921209381,0.6166405451
999.3900266955,0.112122393,5.2502930272,592.1471119366,0.7322169279,0.2767577355,2.690607228,0.2178161042,-0.0988326066,0.4799287559,1500.512354411,0.0922453866,5.9411902117,0.7951432195,0.2639842519,2.8953573501,0.1389008834,-0.0792642348,0.4232880883,1347.9724754894,1825.0370325236,0.5349110863,0.6030904705
1000.2733186378,0.1084948771,7.657316683,446.5081782192,0.6741944338,0.3573262968,2.8808259246,0.0554691625,-0.075404756,0.5888331958,1501.4431731197,0.0801270419,8.1759547469,0.7554200629,0.3151055606,2.6182809763,0.1911655432,-0.0466330186,0.7921391268,1371.2232188814,1793.9574087499,0.691549408,0.6161862879
998.2520781025,0.124735717,7.496914023,572.5099870601,0.7909809858,0.2136309442,3.161449251,0.1758349863,-0.0838590795,0.0185086297,1500.4528615268,0.0847797986,5.1741547272,0.8132044894,0.2427561121,2.7832341468,0.177194993,-0.112708295,0.3150557301,1533.6250289849,1751.592265605,0.533942502,0.5431471686
1000.5663048181,0.0986559774,11.1473382253,682.2855979186,0.7234169541,0.3867829336,3.0595105855,0.0752776616,-0.0929677674,0.6778557656,1500.0656556115,0.0951867298,4.9941574892,0.7465856008,0.3201030738,2.3748528563,0.1616727462,-0.1201373183,0.467739187,1750.9109471838,1824.4088906945,0.8513234711,0.5584677904
999.6002150249,0.0868543908,6.1903188252,397.3970303619,0.8352694665,0.1680309113,3.6604703384,0.1878373347,-0.0970045668,0.1804680579,1499.9095686281,0.0569945748,6.3863999697,0.9446031938,0.2228493926,4.6399739132,0.154996243,-0.0754190237,0.7437935687,1213.2632600079,1644.5581735142,0.5104626777,0.9680395213
999.1004995017,0.0716348744,4.3424110797,440.4528027883,0.7530258389,0.2354505822,3.4375400357,0.189231381,-0.124326731,0.7430915296,1500.3925022429,0.038759645,5.6426721385,0.8065502265,0.2158094009,2.9460421431,0.2478892095,-0.1027450112,0.6930350796,1136.111303755,1596.7230402565,0.5919947706,0.4951402249
999.0855566182,0.1084849214,1.8910858471,-157.2029459513,0.7021236885,0.3890153795,4.1017193274,0.3301085292,-0.0961039929,0.6165019396,1499.8380454249,0.1013690181,7.0197663484,0.9043482743,0.2831012239,3.7593787225,0.1539493245,-0.0943985965,0.3546008838,966.8346963732,1387.9745007447,1.1007725872,0.9573307749
999.434708635,0.0846810673,5.2351754335,368.3999268041,0.7370612436,0.3348103584,2.6432983996,0.2115881803,-0.1257983696,0.5615731154,1499.8388981064,0.0909768739,7.3415617447,0.7280040358,0.3735575814,2.3480198433,0.198039672,-0.1041777935,0.6429651945,1162.7538538321,1745.8977542621,0.637354273,0.6252821156
999.1458699593,0.0575371338,4.5413919213,566.3275990185,0.6767446396,0.3011245784,2.9781193964,0.0927080326,-0.0866464972,0.2836319081,1498.9992280489,0.0809134283,7.8404645086,0.7880390019,0.2735344055,3.3300830869,0.225889326,-0.1026320625,0.5235218563,1147.1265209562,1858.2768127644,0.6046160403,0.7056815945
997.8513052642,0.1209848952,5.7072505953,837.7063027095,0.6896730192,0.2466942764,3.1374877251,0.392551051,-0.103133865,0.4146838933,1502.5575268785,0.0578391808,4.9208772872,0.873749251,0.3084325114,3.4291419773,0.2694422816,-0.0783429604,0.5995736303,1576.280064499,1740.9850850123,0.5170184941,0.9114723038
1000.7282100866,0.1179024734,7.5844323421,170.7812872552,0.7458400367,0.3903514207,3.2839188852,0.3652259695,-0.0861538721,0.3965677533,1500.2067874817,0.0839480543,6.2353361149,0.6160930308,0.3179260109,2.4972387578,0.1648632608,-0.1355865709,0.4273502372,1153.4448219026,1589.6012847571,0.9436009633,0.4795864849
1000.4521120392,0.1116439697,3.677634453,446.2500205337,0.6230084513,0.3214676954,2.9615521471,0.2375818379,-0.1281621926,0.6233775644,1501.8551513025,0.088115078,6.758684216,0.7446176405,0.3584816157,2.8141637173,0.2300414447,-0.0946289315,0.295625225,1183.6759933604,1767.6157750233,0.5741498198,0.744754263
999.2585366573,0.0879322224,6.1994446532,404.5296714823,0.6453782191,0.3286400868,1.879953908,0.2671549725,-0.1234969204,0.3964867531,1499.6494746007,0.0884266386,6.2211031883,0.6296840087,0.2235736109,1.9354419534,0.2472990332,-0.0724588628,0.6917542979,1219.7801792355,1722.1857951541,0.3856516587,0.2600773764
999.9805579789,0.1030577636,4.4405363683,675.8259178352,0.6975279271,0.1726969637,3.2537935446,0.1126301908,-0.0957399951,0.7002634356,1500.3211388678,0.0327681401,6.5624147034,0.8638573451,0.2476111932,3.9512780238,0.1846223767,-0.065883372,0.5777294663,1309.2599536551,1645.6494764775,0.3844039876,0.8381540866
1000.1969551195,0.0813602349,6.3251632628,350.7494489971,0.576849415,0.349513777,2.7818119139,0.2432721766,-0.0804659331,0.4834154656,1501.2083109727,0.0527295915,4.7645982565,0.8108700005,0.2761464943,3.0922742091,0.2096220484,-0.1211750288,0.3640849012,1180.6985031288,1589.3289609183,0.5513971486,0.6831705588
999.1079132785,0.1002716396,5.8560554061,398.974930924,0.7338693585,0.4185610291,2.7769557996,0.2451230395,-0.1058050946,0.4384254454,1500.2870996166,0.0479656961,5.2132530999,0.6745534007,0.3934104106,3.1699116849,0.146431773,-0.0723356413,0.1849855552,1233.3845073602,1600.0536992376,0.8416243717,0.8392601197
997.8580719643,0.0869816134,6.018073386,207.3994346293,0.5714894886,0.2611085859,2.4666750684,0.2604488005,-0.0863773759,0.644283385,1500.2544317215,0.104282158,4.6929430678,0.8077396837,0.3515941402,2.1142262356,0.1839505147,-0.1078432643,0.5863148297,1106.4237394215,1601.7536888114,0.3535848887,0.5888017245
998.9842725634,0.1140535705,3.7307192775,396.1253044268,0.799802146,0.4321597099,3.0182215001,0.23750385,-0.0944132338,0.4595655191,1498.6578833379,0.0467122761,4.4288714414,0.7971705218,0.3234767112,3.0584910704,0.2884585387,-0.0843359573,0.6384979865,1167.5363240723,1580.6093422892,1.0329198403,0.773148147
999.9063838608,0.1378557669,3.4438916694,168.2664122758,0.727690485,0.3241453542,3.499724892,0.3396182286,-0.1087159565,0.5187040998,1500.4807269931,0.0663706736,4.9201074952,0.8637429266,0.3473561305,2.9911071371,0.2113189801,-0.0901104889,0.4300093985,1079.7926007985,1555.4282667344,0.8063547717,0.8892228453
998.6071978312,0.0958297244,5.5191656473,368.585120358,0.7770050796,0.1675892898,2.8971155557,0.2293153442,-0.1193457578,0.355677496,1501.4526999247,0.0663263426,7.0103750042,0.8350428614,0.3639523385,3.0887440971,0.1325322599,-0.0998381633,0.6273500772,1193.5519133715,1672.8346573238,0.3675216942,0.9304171834
997.9248313218,0.0964649571,6.25167186,279.8557989581,0.8710915105,0.4214623233,3.5525719939,0.0123533764,-0.1101285329,0.4177155536,1501.4276041607,0.0766449868,5.5671828499,0.9388171241,0.2012420615,3.9656524912,0.3027131795,-0.1015387294,0.6666223961,1166.6967006511,1620.8411377252,1.303695471,0.7287386694
1000.8572662161,0.0975827639,4.4106990456,367.1996498872,0.6941966988,0.3718508997,3.029795608,0.2991799052,-0.1222416215,0.4712019595,1500.3797970417,0.06973097,4.3185057964,0.7879253612,0.4335448448,3.5989396142,0.2548463976,-0.1149927408,0.6541143906,1158.9030079392,1610.9559488153,0.7648714601,1.2102321537
999.4616400295,0.0639761562,7.2451561649,263.2405457916,0.6905176752,0.272601543,2.5486498781,0.1993195933,-0.0907262245,0.3543309395,1498.8262530246,0.1066065745,4.51609482,0.726623413,0.3408215349,3.5725245994,0.0916964331,-0.1118686475,0.2211906182,1121.4781719612,1625.5622026312,0.4733405782,0.8824628484
1000.6513019705,0.1003882109,3.3012366,732.5957210387,0.7030000792,0.2824038986,3.2475245491,0.2545612073,-0.0914274802,0.7896208583,1498.8698784421,0.0628076148,9.1683747491,0.7710617258,0.3158146998,2.9534303169,0.1921625035,-0.0998920698,0.5523351155,1243.4373597351,1920.7305455588,0.6263533801,0.7085952221
999.7784913051,0.1332892891,4.200809714,285.665997299,0.6085738962,0.2464922811,3.4454170365,0.3096495442,-0.1039605973,0.5003436026,1500.1028254823,0.0845241812,5.0808632323,0.838242519,0.2331461586,2.7783050266,0.2297836621,-0.0856821294,0.6348261671,1159.7294364746,1622.7837461761,0.5007360276,0.5304738689
999.3540849236,0.1122166738,4.7463974781,392.9082617744,0.724799975,0.2633133222,3.2501135161,0.1164466743,-0.1278504938,0.252063944,1499.5732935955,0.0511236646,5.5835271416,0.8291815602,0.3363497306,2.4356144745,0.2472289651,-0.1133113927,0.5121106203,1208.6268233308,1611.7291018765,0.616529836,0.6649344908
999.3037985152,0.114361532,1.8177763296,320.5875379143,0.6756103125,0.286199133,2.867482809,0.288075615,-0.077566038,0.4344812037,1500.2473539545,0.1238815783,5.2564392606,0.6836856012,0.2985273252,3.7155859289,0.1520564429,-0.1027300598,0.2142865763,1065.9487175392,1709.0062619338,0.5447454221,0.7549994341
999.359343964,0.0975152522,7.1556538371,542.9469455058,0.7557075634,0.2382672427,3.6848745343,0.3206498949,-0.121494005,0.5369677614,1498.9147224619,0.0793759983,4.5844712231,0.8072041677,0.3276278522,3.0909531041,0.2084335341,-0.089809038,0.2902950084,1378.2197891642,1696.4914761688,0.6425811513,0.8120072998
1000.0200694515,0.0699365579,3.2919873731,653.4909190207,0.7641093859,0.3988302316,3.621917985,0.2386796471,-0.0854775923,0.5839543113,1497.513193484,0.0651802747,7.9445995081,0.930404251,0.2692847697,3.9667270117,0.1896414871,-0.0929203152,0.5277176655,1150.4734573161,1835.911165934,1.0918655318,0.9845392388
1000.3872847195,0.118144448,3.7950233532,328.6427336803,0.5284042686,0.2173093726,2.8439462151,0.0289479681,-0.0933972385,0.7897918474,1500.411900173,0.0622243186,6.4773589769,0.7021312804,0.2620104343,3.1439912078,0.2301014229,-0.1013038021,0.5773507902,1147.7378494113,1632.8711071128,0.3244270522,0.5649284786
999.9336082745,0.1005923869,4.6755303019,194.9354086099,0.625553925,0.2858982581,3.1825590297,0.2300232475,-0.1016132344,0.6591622851,1501.4197890479,0.0523417761,4.6595389367,0.7586979998,0.3202852514,2.7850931123,0.2268282566,-0.1139415223,0.8502677206,1091.6161663174,1548.9623019918,0.5537771936,0.6548017098
1000.7802248092,0.0947936143,3.0021949672,481.9433148812,0.5844402317,0.2537117651,1.8562839419,0.2914855365,-0.1182086556,0.4791791219,1500.2493899185,0.0748459829,5.6062802012,0.5889533945,0.2911108049,1.0773263701,0.285474256,-0.1314828045,0.6445190874,1137.9359483262,1702.4764445776,0.2587379499,0.1605163613
998.7409892235,0.1140506916,4.6801369433,505.950868646,0.625026719,0.3205345027,2.8804069181,0.2256870745,-0.1029640724,0.7057486777,1500.0600116873,0.0910987487,6.3070549997,0.6880486366,0.3292519919,3.8943448533,0.1751170317,-0.0982893538,0.4254081549,1268.8038290404,1790.7615806857,0.5606683452,0.8749080886
1000.1400101562,0.1092307205,6.7701588881,327.3745075618,0.9225899644,0.4218228083,3.4903053216,0.1544731429,-0.0954784387,0.2619877413,1500.1706378674,0.0721736,6.5207550708,0.9096068127,0.2786506229,3.4090077204,0.196196721,-0.0595926472,0.3579667503,1242.2365140547,1654.2417134144,1.3544563219,0.8598703311
1000.9747120157,0.0657025578,2.8778317077,536.349878706,0.4435071219,0.3753796254,2.4020617247,0.0709459008,-0.1005592277,0.7140199005,1498.776427079,0.081469312,5.3159783187,0.6656884899,0.2034240157,1.8286643326,0.2268562806,-0.1318807474,0.7151599451,1102.3882320114,1731.0637113329,0.3948097254,0.2262361472
1000.5291853369,0.1292274996,3.2058826358,440.6821509334,0.7197171202,0.4067386851,3.2477189457,0.2177977677,-0.0945808345,0.0843023383,1501.488185633,0.0698600459,5.2911997174,0.9198974149,0.235958505,5.2488582591,0.1189732648,-0.0929831233,0.2404443159,1183.0985991176,1664.3834585963,0.9489902501,1.1366447584
1000.5461191528,0.1000844053,3.670175284,143.0893931979,0.6013558491,0.3623569084,2.7650008554,0.2075355905,-0.0804364842,0.6031682898,1499.6685251135,0.1332729173,5.5307206535,0.758770257,0.3267773708,2.4983944323,0.1733657962,-0.1330203286,0.1253579437,1053.1067611193,1605.1390409284,0.5924397959,0.6165833737
1001.4855878812,0.0900847012,3.9396213751,522.1192969024,0.3187850072,0.265130918,1.5975927906,0.2372205365,-0.0483548469,0.2794511008,1499.9165424487,0.1047519712,6.4101072436,0.482799577,0.2964257706,0,0.2758994242,-0.1135572629,0.2443687779,1186.7855250572,1850.5047016537,0.1318226445,-0.0076561675
999.4688797915,0.0869162131,3.9444662595,160.7423110009,0.7323877537,0.4224177377,2.6102032722,0.1714568889,-0.1556160785,0.3792409036,1499.4759121859,0.1040278763,6.8697825183,0.7526110183,0.2327304706,2.7815811901,0.2180351526,-0.115801826,0.3720145318,1054.5774634848,1614.3502256959,0.7974092291,0.4778163439
999.0782960974,0.1090740012,4.1765026465,664.5214433606,0.6382682784,0.3863039697,2.517332767,0.2176480818,-0.1099355767,0.5340049601,1499.8108926134,0.1002415025,6.1044336545,0.7685687867,0.2263061152,2.5095127013,0.2249632162,-0.0952296691,0.5356447905,1301.7996139069,1906.4432603838,0.6079103083,0.4250088915
1000.7987146774,0.0661915204,6.5930482742,474.8591138308,0.92692498,0.2121092816,3.4810170611,0.2351509517,-0.113948557,0.6256356675,1500.831349428,0.0646975626,5.1890566901,0.9105445829,0.3361141217,4.3093940207,0.1108716992,-0.1092517255,0.1684181998,1208.0290789598,1660.2507282324,0.6676366689,1.3168366128
1000.7128253491,0.1046826906,2.4550888489,727.468308462,0.6590984202,0.2927041978,2.066399141,0.5761749533,-0.1575399183,0.3864930768,1500.8216479442,0.0544553342,4.9447203369,0.7205684968,0.2721593694,3.083323731,0.1896035976,-0.1064673156,0.3766288615,1187.6760408596,1696.7044194895,0.3635693379,0.5970661248
999.4110347894,0.1044890889,7.5247595312,380.8812362229,0.8660509533,0.2399161805,3.3170618584,0.1770131047,-0.094049884,0.8669741399,1500.6083868896,0.1104764208,7.5033012153,0.8876884825,0.3572159431,3.1151093092,0.1728047002,-0.1131649568,0.4747418006,1298.8809131361,1816.3352646946,0.674784469,0.978506409
999.6589276386,0.1185799318,8.2149991337,87.9935803445,0.7101411288,0.1589251663,2.6514800943,0.4222799741,-0.0895892421,0.1462861432,1501.5481331109,0.1005613162,7.303868801,0.7882659719,0.3533987483,2.2000442321,0.1530125094,-0.1238968764,0.5038440528,1085.3764692591,1566.1782440648,0.2937099198,0.6033194184
999.0934129598,0.1102127134,5.527170071,121.8711712628,0.7515656003,0.3773539199,3.5523432574,0.2730244808,-0.1215933913,0.4323361677,1498.5882761889,0.0636947676,4.7307711422,0.9169565912,0.2501214684,5.210276557,0.1747433232,-0.0819894417,0.6402217349,1073.3329932156,1535.3111517878,0.993113978,1.1858071592
1001.1712335292,0.0952155855,5.5533502316,657.1661705951,0.808659495,0.2944865535,3.5097640775,0.2231420914,-0.1028125703,0.1103912067,1499.9985130989,0.1103981872,7.0890149011,0.9613444359,0.3103300943,3.6718107127,0.233126896,-0.0627367092,0.674950849,1348.6580280849,2014.3062175623,0.8332803533,1.0855548085
1000.4118023035,0.1247733508,5.764647196,278.5855302974,0.7411154803,0.427149599,3.0796575867,0.1950327088,-0.0881654939,0.4535937833,1500.2094122085,0.0995191566,5.6032565066,0.8018113846,0.2465403787,3.1921500979,0.228158688,-0.1241526585,0.5358910806,1200.791227711,1655.5574408476,0.9671189027,0.6158407409
999.5984330493,0.1003523526,4.4094738322,204.0136202869,0.7001026822,0.2660345332,2.7136171527,0.2383410369,-0.0894289193,0.6703516549,1499.4277875376,0.0851160617,6.3791291653,0.7008238195,0.2390578922,1.8855612864,0.2831635173,-0.0955172346,0.5397456577,1089.8746789072,1610.200318672,0.4911269737,0.3013036595
999.8452840634,0.1144603288,5.7238215787,460.4855802563,0.8247641353,0.3316613268,2.6774339476,0.4014696026,-0.1165593379,0.5812404477,1499.1420739638,0.0861931386,5.7236672962,0.733313147,0.3199771695,1.9368072495,0.2279665355,-0.1214197379,0.3448818403,1301.532642122,1726.3184209232,0.7051924559,0.4449129602
1000.2066147991,0.1234962309,2.4879905108,348.6205985528,0.6919268709,0.3723238906,3.0947936867,0.4120852542,-0.107679819,0.565122283,1500.9114338782,0.0658510453,4.7368900795,0.7735622533,0.2416899579,2.8646925984,0.2382225481,-0.0797880947,0.6741980478,1107.3228911084,1609.6563653825,0.772207228,0.5227746117
998.0657593812,0.1178719816,6.5091795524,186.3614692761,0.7104497681,0.4665668424,3.2077537506,0.3814128076,-0.0981088785,0.5218784964,1499.4185447706,0.0501003899,9.031449738,0.7679606295,0.2656992759,2.6442369149,0.1614232944,-0.1125435154,0.4020345039,1141.051576628,1583.7432246327,1.0437528452,0.5322436885
1000.8927950556,0.1270989632,5.2760127769,-106.2776317041,0.525124416,0.2795358673,2.3977622677,0.256790042,-0.0895876997,0.3261219763,1499.4890571202,0.0920604834,6.9066748678,0.5838006167,0.2459156949,1.6940261373,0.2287896734,-0.0732037939,0.6762579578,929.6255920621,1431.9143563697,0.3444676717,0.2318779541
999.2613685558,0.1237611429,8.2118991126,309.8145543521,0.6459524405,0.4162243952,2.7033723647,0.3830190584,-0.1007994159,0.7045812808,1501.5928985739,0.0914577104,5.8168870493,0.7630338551,0.3401746283,1.7544146595,0.1790008324,-0.0849369818,0.4309648033,1314.1302436433,1666.4139846239,0.6996292977,0.448831918
999.742648957,0.0983832729,2.2622812553,470.8822461125,0.7105018531,0.3715491461,2.9494856622,0.2317141116,-0.1210594019,0.6368064448,1499.6806963541,0.075834481,6.1626305016,0.817839748,0.2778223893,2.3837073545,0.2029321203,-0.1128246223,0.51844054,1104.5472090385,1719.7427513445,0.7607608075,0.5297420628
999.3177874977,0.0645832756,5.9729131004,330.204321639,0.8155691034,0.3946418784,2.9560736094,0.103501721,-0.0693855697,0.4711000184,1500.7823268193,0.0819251683,6.4642400017,0.8284860362,0.3240314462,3.2759428665,0.2148790422,-0.1035258437,0.4733103922,1126.6942012034,1675.6532357748,0.9480519038,0.8689159308
998.8034783945,0.162824989,5.1448683238,370.7842152462,0.5756879331,0.1716568299,2.333389644,0.3402232038,-0.1060420806,0.6070464026,1500.5270830154,0.1033349679,4.7872516702,0.668660581,0.2828434777,2.1569519042,0.211847846,-0.1042803124,0.7054295671,1309.4142833197,1683.9505110379,0.2086863453,0.3923522593
1000.3968255125,0.0808138995,6.2364403828,309.4831595049,0.6244340521,0.3047114414,3.1736971421,0.1501127291,-0.1037831947,0.4197441791,1497.8052748017,0.0922480528,5.7445150587,0.7768145581,0.3200840315,2.959062499,0.1263142654,-0.0920897801,0.8392996994,1156.3735730847,1661.8066923147,0.5973270681,0.7259959169
999.8375593879,0.120675544,4.6833550909,446.9808398248,0.7592298525,0.2780484642,3.5194264191,0.1362808638,-0.0753116623,0.5341012629,1500.12876952,0.0872866538,5.7448562242,0.9359831255,0.3203459076,2.3807100109,0.1408998871,-0.1281660852,0.808433896,1252.4561219545,1724.2669881385,0.7374786312,0.6992290207
1000.527827434,0.0723781024,0.857329983,540.2515542954,0.8012954798,0.0225810116,3.7418193423,0.2151285978,-0.1286147493,0.8571777446,1500.8810662418,0.0693394613,5.5195936221,0.8048371844,0.2949774155,4.4441083542,0.1375641768,-0.1116429277,0.1425749642,1034.0514722219,1707.6491925029,0.0439877101,1.0528807226
1000.1536051111,0.1066955252,8.9085331949,665.3196630994,0.7135655728,0.2801221481,3.8963822248,0.3166930367,-0.1263342933,0.5684984939,1498.8109045697,0.0727165943,5.9181522467,0.8722623663,0.2559900721,2.8976678713,0.1813128156,-0.1280580579,1.1323265841,1632.5403625627,1785.1298084406,0.7560852265,0.6207307247
999.5981682231,0.1403939054,8.5882572224,85.373769785,0.7880953035,0.3843921557,3.587494404,0.4190758121,-0.064852028,0.4276549838,1501.3768874958,0.085869777,7.6617136249,0.9298415226,0.325190285,4.0419434729,0.2177387213,-0.086301258,0.4969960059,1102.53664965,1557.5451136965,1.0751643621,1.2128452801
999.3516830804,0.0937370238,2.9736173189,443.6565941673,0.5341918753,0.2389645747,1.7321871965,0.3629801461,-0.1430352855,0.2963146634,1499.6722356493,0.0735019625,6.7410256445,0.6900819308,0.313618223,0.5664146193,0.1843769926,-0.0767771292,0.3723666368,1123.0156514245,1719.4945900359,0.2057344266,0.1173135387
998.4282396808,0.0951372578,4.2622676123,349.3329267905,0.681397863,0.4054299415,3.1074919833,0.1944565119,-0.112981801,0.5091408952,1501.0139345317,0.0564303398,6.5994155856,0.7985350665,0.2788755797,3.3208561714,0.1909846362,-0.0884230137,0.3389061198,1140.0828996266,1631.1080540245,0.847287076,0.7338046129
