Iteration	M	a	b	e	h	
5827	36460.0	0.1052	0.005047	4.459E-4	0.6554	
5828	33580.0	0.1042	0.007289	4.406E-4	0.2931	
5829	58790.0	0.105	0.007345	5.316E-4	0.5762	
5830	59140.0	0.106	0.01009	3.513E-4	0.8112	
5831	59880.0	0.1067	0.01009	4.31E-4	0.768	
5832	43510.0	0.105	0.007708	4.753E-4	0.568	
5833	48890.0	0.106	0.005195	3.756E-4	0.5897	
5834	6648.0	0.1057	0.005764	4.683E-4	0.3194	
5835	59950.0	0.1053	0.004834	5.069E-4	0.5032	
5836	29650.0	0.1056	0.008964	4.87E-4	0.3112	
5837	55530.0	0.1055	0.006267	4.889E-4	0.4683	
5838	59970.0	0.1068	0.00376	5.374E-4	0.2418	
5839	57810.0	0.1069	0.01075	5.853E-4	0.3292	
5840	49980.0	0.1042	0.01015	4.676E-4	0.6212	
5841	57910.0	0.1058	0.01049	4.273E-4	0.4069	
5842	50850.0	0.1059	0.01069	4.493E-4	0.3958	
5843	4.3E+4	0.1051	0.01187	5.689E-4	0.314	
5844	57730.0	0.1055	0.01008	4.956E-4	0.45	
5845	59240.0	0.1055	0.01092	4.926E-4	0.3616	
5846	51110.0	0.1054	0.00907	4.813E-4	0.4218	
5847	59990.0	0.1056	0.008206	4.389E-4	0.4096	
5848	59070.0	0.1064	0.01021	4.786E-4	0.5019	
5849	60010.0	0.1069	0.02088	4.961E-4	0.395	
5850	51350.0	0.1071	0.01893	4.317E-4	0.6655	
5851	43410.0	0.1046	0.01665	4.331E-4	0.4401	
5852	57960.0	0.1065	0.01459	4.254E-4	0.6134	
5853	48220.0	0.1056	0.009223	4.039E-4	0.3959	
5854	33690.0	0.1046	0.008011	5.652E-4	0.273	
5855	59950.0	0.1042	0.008088	5.834E-4	0.4081	
5856	59990.0	0.1049	0.00563	6.07E-4	0.2723	
5857	56860.0	0.1054	0.008105	5.747E-4	0.4005	
5858	42430.0	0.1054	0.006881	6.054E-4	0.3044	
5859	59960.0	0.1047	0.003799	5.7E-4	0.3578	
5860	23830.0	0.106	0.00842	5.137E-4	0.2975	
5861	58270.0	0.1066	0.008012	5.151E-4	0.443	
5862	51790.0	0.1065	0.01175	5.276E-4	0.4458	
5863	51850.0	0.1052	0.01166	4.605E-4	0.3548	
5864	56220.0	0.105	0.012	5.12E-4	0.5138	
5865	59090.0	0.1064	0.01061	5.011E-4	0.408	
5866	49300.0	0.1056	0.0119	4.439E-4	0.5	
5867	38580.0	0.1045	0.01222	4.84E-4	0.3345	
5868	48130.0	0.1058	0.01309	6.008E-4	0.27	
5869	57060.0	0.1057	0.006936	4.544E-4	0.2277	
5870	58140.0	0.1054	0.007706	5.704E-4	0.3237	
5871	56300.0	0.1047	0.006399	5.07E-4	0.3538	
5872	58970.0	0.1063	0.008082	4.671E-4	0.4246	
5873	56160.0	0.1066	0.005184	5.394E-4	0.4721	
5874	59950.0	0.1049	0.008395	5.958E-4	0.2904	
5875	43080.0	0.1065	0.007125	5.295E-4	0.2567	
5876	17740.0	0.1069	0.007811	4.335E-4	0.629	
5877	31710.0	0.1042	0.006065	4.548E-4	0.5068	
5878	-18730.0	0.107	0.006688	3.933E-4	0.4826	
5879	60010.0	0.1075	0.003757	5.06E-4	0.5478	
5880	58670.0	0.1062	0.00681	3.787E-4	0.7089	
5881	33820.0	0.1058	0.01217	5.245E-4	0.7736	
5882	32550.0	0.1073	0.006668	4.086E-4	0.6999	
5883	36900.0	0.1052	0.01487	4.696E-4	0.6469	
5884	58180.0	0.1052	0.01672	3.97E-4	0.4017	
5885	45770.0	0.107	0.007395	6.155E-4	0.2252	
5886	45580.0	0.1043	0.009654	5.657E-4	0.5042	
5887	59490.0	0.1061	0.007378	5.274E-4	0.481	
5888	59370.0	0.1062	0.005351	5.899E-4	0.2088	
5889	59590.0	0.1064	0.008705	5.342E-4	0.2349	
5890	57900.0	0.1052	0.008686	5.776E-4	0.1724	
5891	59510.0	0.1064	0.008646	5.717E-4	0.1771	
5892	58310.0	0.1053	0.008586	5.669E-4	0.374	
5893	59710.0	0.106	0.009294	5.121E-4	0.3749	
5894	51200.0	0.1051	0.006507	4.323E-4	0.4079	
5895	58770.0	0.1059	0.009102	5.419E-4	0.3781	
5896	54500.0	0.1059	0.006241	5.906E-4	0.3295	
5897	58440.0	0.1055	0.007632	5.325E-4	0.3379	
5898	51450.0	0.1051	0.005163	5.786E-4	0.3678	
5899	56730.0	0.1055	0.004726	4.044E-4	0.4996	
5900	45920.0	0.1054	0.01081	6.305E-4	0.3486	
5901	54260.0	0.1061	0.01662	4.16E-4	0.2804	
5902	57290.0	0.1052	0.01266	5.514E-4	0.3731	
5903	55100.0	0.1054	0.01046	4.975E-4	0.3833	
5904	57130.0	0.1061	0.008793	4.642E-4	0.5087	
5905	57680.0	0.1052	0.009225	4.442E-4	0.2595	
5906	56140.0	0.1049	0.009093	6.224E-4	0.375	
5907	59260.0	0.1044	0.007804	6.55E-4	0.3088	
5908	46170.0	0.1051	0.008427	5.383E-4	0.3099	
5909	47010.0	0.1065	0.01133	4.933E-4	0.6156	
5910	59980.0	0.1069	0.009013	4.274E-4	0.3669	
5911	54610.0	0.1051	0.005169	5.439E-4	0.3643	
5912	59150.0	0.1055	0.005585	5.463E-4	0.393	
5913	43030.0	0.1048	0.006902	6.015E-4	0.3838	
5914	5.9E+4	0.1047	0.008308	3.934E-4	0.5396	
5915	50040.0	0.1047	0.007577	4.083E-4	0.5669	
5916	49490.0	0.106	0.006889	4.619E-4	0.3115	
5917	59710.0	0.1058	0.00915	5.818E-4	0.308	
5918	49810.0	0.1053	0.0118	4.717E-4	0.4363	
5919	59660.0	0.106	0.01083	4.069E-4	0.4437	
5920	58430.0	0.1053	0.008169	3.753E-4	0.599	
5921	47050.0	0.106	0.007727	5.009E-4	0.6373	
5922	50080.0	0.1063	0.008243	4.033E-4	0.6672	
5923	59550.0	0.1071	0.0059	3.708E-4	0.4164	
5924	56500.0	0.1047	0.01235	4.274E-4	0.3016	
5925	59990.0	0.1051	0.006949	4.622E-4	0.5257	
5926	57320.0	0.1062	0.008706	5.374E-4	0.4412	
5927	52960.0	0.1073	0.008899	4.644E-4	0.2851	
5928	51750.0	0.1038	0.007168	6.331E-4	0.3009	
5929	54150.0	0.1053	0.005854	6.247E-4	0.3175	
5930	58590.0	0.1055	0.007008	5.504E-4	0.4561	
5931	39870.0	0.1049	0.006357	4.19E-4	0.5441	
5932	51160.0	0.1069	0.005349	5.021E-4	0.4435	
5933	57140.0	0.1052	0.007051	4.146E-4	0.3147	
5934	44080.0	0.1072	0.005638	5.812E-4	0.4794	
5935	35330.0	0.106	0.006134	4.402E-4	0.3806	
5936	51610.0	0.1071	0.008954	5.112E-4	0.4645	
5937	39840.0	0.1064	0.007259	4.127E-4	0.375	
5938	20270.0	0.1054	0.008635	4.779E-4	0.4909	
5939	-13180.0	0.1056	0.01059	4.814E-4	0.4283	
5940	57050.0	0.1045	0.009623	6.383E-4	0.2231	
5941	58980.0	0.1064	0.01106	3.811E-4	0.2341	
5942	37860.0	0.1052	0.0128	4.847E-4	0.3706	
5943	57180.0	0.107	0.008559	4.609E-4	0.2703	
5944	40920.0	0.1044	0.006517	3.923E-4	0.3533	
5945	59060.0	0.1066	0.00618	5.906E-4	0.1718	
5946	30060.0	0.1053	0.006056	5.969E-4	0.2912	
5947	56990.0	0.1063	0.01211	5.429E-4	0.23	
5948	53450.0	0.1049	0.01032	4.491E-4	0.3116	
5949	43570.0	0.1061	0.009696	4.893E-4	0.2734	
5950	35540.0	0.1072	0.01328	4.799E-4	0.5462	
5951	59830.0	0.1061	0.008895	4.65E-4	0.3463	
5952	55080.0	0.1053	0.009711	5.536E-4	0.3371	
5953	57290.0	0.1059	0.007282	5.704E-4	0.3202	
5954	59840.0	0.1066	0.01033	4.957E-4	0.4229	
5955	45100.0	0.107	0.009458	4.098E-4	0.4735	
5956	56240.0	0.1049	0.007493	4.373E-4	0.3853	
5957	58190.0	0.1049	0.007255	5.274E-4	0.3934	
5958	52460.0	0.1058	0.008574	4.768E-4	0.3599	
5959	58780.0	0.1055	0.009118	5.537E-4	0.3118	
5960	56690.0	0.1054	0.01399	5.274E-4	0.3241	
5961	59540.0	0.106	0.008258	4.469E-4	0.5654	
5962	55180.0	0.1063	0.009693	4.439E-4	0.2977	
5963	6.0E+4	0.1048	0.007613	4.841E-4	0.3482	
5964	58700.0	0.1065	0.008426	5.01E-4	0.404	
5965	52940.0	0.1051	0.01121	5.599E-4	0.2702	
5966	46700.0	0.106	0.01179	4.576E-4	0.4194	
5967	45210.0	0.1049	0.006742	4.601E-4	0.3503	
5968	59300.0	0.1046	0.007083	5.539E-4	0.4003	
5969	58890.0	0.1065	0.01327	5.83E-4	0.418	
5970	56990.0	0.105	0.01039	4.403E-4	0.3271	
5971	48210.0	0.1063	0.01179	4.431E-4	0.4419	
5972	53040.0	0.1057	0.01477	4.587E-4	0.4295	
5973	56350.0	0.105	0.01476	4.97E-4	0.3654	
5974	58940.0	0.1066	0.01426	4.813E-4	0.4116	
5975	43400.0	0.1066	0.01314	5.426E-4	0.4081	
5976	55990.0	0.106	0.01185	4.509E-4	0.6042	
5977	49220.0	0.1049	0.01142	4.453E-4	0.4105	
5978	51990.0	0.1058	0.007244	4.617E-4	0.4209	
5979	59560.0	0.1046	0.007139	4.054E-4	0.4294	
5980	26660.0	0.1066	0.00886	4.567E-4	0.6601	
5981	59760.0	0.1044	0.01561	5.138E-4	0.3585	
5982	58830.0	0.1071	0.01177	5.099E-4	0.472	
5983	59840.0	0.1059	0.01059	4.213E-4	0.4037	
5984	41410.0	0.1059	0.01074	5.461E-4	0.5218	
5985	59160.0	0.1038	0.009332	5.094E-4	0.3759	
5986	56850.0	0.1073	0.009388	4.403E-4	0.5676	
5987	57060.0	0.1049	0.007185	4.858E-4	0.6413	
5988	60010.0	0.1055	0.009218	4.042E-4	0.3399	
5989	6.0E+4	0.1065	0.009338	4.226E-4	0.3593	
5990	57040.0	0.1052	0.008184	5.676E-4	0.3899	
5991	54130.0	0.1063	0.00938	4.79E-4	0.2769	
5992	56850.0	0.1048	0.01272	5.211E-4	0.5888	
5993	56830.0	0.1045	0.01374	3.458E-4	0.8716	
5994	55110.0	0.1044	0.008827	4.288E-4	0.4505	
5995	49140.0	0.1054	0.01127	5.251E-4	0.38	
5996	59220.0	0.1058	0.007251	5.763E-4	0.4053	
5997	25060.0	0.1056	0.00852	5.554E-4	0.315	
5998	58050.0	0.1053	0.009024	4.751E-4	0.4354	
5999	24480.0	0.1063	0.009729	4.72E-4	0.456	
6000	59660.0	0.1062	0.006246	3.64E-4	0.4419	
6001	58390.0	0.1056	0.00605	5.673E-4	0.2823	
6002	6.0E+4	0.1065	0.008573	4.575E-4	0.3376	
6003	59830.0	0.1058	0.01391	5.428E-4	0.2933	
6004	35160.0	0.1054	0.009555	5.081E-4	0.2796	
6005	49570.0	0.1056	0.008497	5.322E-4	0.2745	
6006	36680.0	0.1062	0.01111	4.904E-4	0.3348	
6007	58950.0	0.1057	0.008062	4.743E-4	0.5283	
6008	59980.0	0.106	0.007789	4.876E-4	0.2485	
6009	56930.0	0.106	0.007476	3.299E-4	0.9821	
6010	33370.0	0.1066	0.007737	2.658E-4	0.9838	
6011	56460.0	0.104	0.01401	2.675E-4	0.421	
6012	57560.0	0.1049	0.01488	5.873E-4	0.3981	
6013	56100.0	0.1058	0.0112	5.028E-4	0.3972	
6014	56700.0	0.1067	0.007255	4.675E-4	0.3734	
6015	53350.0	0.107	0.009504	4.837E-4	0.3788	
6016	45580.0	0.1038	0.01001	5.222E-4	0.447	
6017	50470.0	0.1043	0.009312	4.286E-4	0.5608	
6018	58640.0	0.1042	0.00656	4.956E-4	0.5925	
6019	34440.0	0.1045	0.006402	4.657E-4	0.5693	
6020	58990.0	0.1051	0.006107	4.615E-4	0.4411	
6021	49640.0	0.1053	0.006893	4.859E-4	0.6608	
6022	-16710.0	0.1054	0.007226	3.789E-4	0.3902	
6023	59190.0	0.1056	0.00898	4.341E-4	0.4774	
6024	59760.0	0.1061	0.007503	5.374E-4	0.3928	
6025	45420.0	0.1052	0.00475	5.092E-4	0.3111	
6026	51460.0	0.1056	0.005683	5.685E-4	0.3595	
6027	50070.0	0.1071	0.004766	4.889E-4	0.315	
6028	35640.0	0.107	0.009185	5.212E-4	0.4057	
6029	57960.0	0.1058	0.007582	4.195E-4	0.5882	
6030	15370.0	0.1053	0.009536	4.202E-4	0.5794	
6031	54800.0	0.1055	0.007992	4.508E-4	0.3406	
6032	49770.0	0.1049	0.008732	4.441E-4	0.3242	
6033	55160.0	0.1073	0.009063	5.573E-4	0.4535	
6034	56320.0	0.1046	0.009189	5.311E-4	0.3814	
6035	28690.0	0.1047	0.006147	3.44E-4	0.4805	
6036	59550.0	0.1075	0.006014	4.64E-4	0.5054	
6037	42800.0	0.1075	0.008949	4.743E-4	0.3784	
6038	47770.0	0.1037	0.00622	5.401E-4	0.266	
6039	48950.0	0.1051	0.007962	5.366E-4	0.4119	
6040	54510.0	0.1062	0.007932	4.291E-4	0.5672	
6041	59680.0	0.1054	0.008863	4.722E-4	0.6149	
6042	18790.0	0.1067	0.007257	4.51E-4	0.3926	
6043	27190.0	0.1038	0.01114	3.828E-4	0.7168	
6044	59410.0	0.1058	0.01153	3.705E-4	0.4917	
6045	39560.0	0.1064	0.01223	3.629E-4	0.623	
6046	51640.0	0.106	0.0131	5.175E-4	0.2217	
6047	59860.0	0.1065	0.01036	4.893E-4	0.2229	
6048	58420.0	0.1057	0.006962	5.189E-4	0.3837	
6049	48320.0	0.1055	0.007349	5.56E-4	0.3226	
6050	58930.0	0.1062	0.00774	3.986E-4	0.5447	
6051	38450.0	0.1063	0.007197	5.558E-4	0.3987	
6052	28820.0	0.1066	0.007318	5.364E-4	0.3243	
6053	56940.0	0.1062	0.007445	4.137E-4	0.39	
6054	59720.0	0.1058	0.006857	5.642E-4	0.3099	
6055	49900.0	0.1054	0.007962	5.343E-4	0.3772	
6056	59850.0	0.1054	0.008031	5.378E-4	0.3823	
6057	55720.0	0.1051	0.01438	4.828E-4	0.2523	
6058	32050.0	0.1071	0.004516	4.929E-4	0.7106	
6059	54260.0	0.1069	0.01131	3.736E-4	0.3393	
6060	57980.0	0.1058	0.01209	3.632E-4	0.8905	
6061	-30890.0	0.1059	0.01015	3.056E-4	0.4674	
6062	36270.0	0.1046	0.01123	5.521E-4	0.3619	
6063	53350.0	0.1058	0.01244	6.277E-4	0.4636	
6064	47340.0	0.106	0.01293	5.98E-4	0.4387	
6065	51330.0	0.1042	0.008732	5.026E-4	0.3598	
6066	54310.0	0.1078	0.008551	5.074E-4	0.4334	
6067	57630.0	0.1057	0.008191	4.427E-4	0.3959	
6068	54310.0	0.1057	0.006309	5.54E-4	0.4214	
6069	57110.0	0.1044	0.005649	5.644E-4	0.397	
6070	57160.0	0.1057	0.007034	5.286E-4	0.4222	
6071	58650.0	0.1056	0.008402	4.998E-4	0.3414	
6072	43480.0	0.1066	0.01138	5.296E-4	0.5129	
6073	59440.0	0.1046	0.01212	5.114E-4	0.5306	
6074	32350.0	0.1056	0.01223	4.488E-4	0.392	
6075	40100.0	0.1051	0.00814	4.852E-4	0.2709	
6076	22690.0	0.1058	0.01028	5.752E-4	0.2814	
6077	52550.0	0.1042	0.0127	5.324E-4	0.5621	
6078	59890.0	0.1036	0.01189	4.397E-4	0.3859	
6079	50510.0	0.1043	0.007179	5.22E-4	0.4605	
6080	46700.0	0.1044	0.007613	5.527E-4	0.3505	
6081	56090.0	0.1057	0.00505	5.222E-4	0.4025	
6082	57740.0	0.1051	0.005119	5.115E-4	0.5107	
6083	6.0E+4	0.105	0.00581	4.867E-4	0.4997	
6084	59980.0	0.1044	0.006495	4.777E-4	0.2626	
6085	49090.0	0.1052	0.006777	4.451E-4	0.2984	
6086	50320.0	0.1063	0.007161	4.711E-4	0.3267	
6087	59640.0	0.1065	0.00901	5.311E-4	0.3641	
6088	55920.0	0.1054	0.009283	5.068E-4	0.5137	
6089	37070.0	0.1056	0.01318	4.041E-4	0.5317	
6090	55490.0	0.1062	0.01268	4.124E-4	0.6066	
6091	56380.0	0.1063	0.01284	3.821E-4	0.4411	
6092	59710.0	0.1053	0.006402	4.346E-4	0.5699	
6093	39140.0	0.1057	0.006156	5.378E-4	0.3599	
6094	32910.0	0.1048	0.006627	5.49E-4	0.4003	
6095	53520.0	0.1048	0.00959	4.77E-4	0.3416	
6096	38160.0	0.1052	0.00671	4.631E-4	0.4479	
6097	46050.0	0.1057	0.01064	4.649E-4	0.4564	
6098	58480.0	0.1062	0.008136	4.931E-4	0.3781	
6099	57600.0	0.1064	0.00897	5.671E-4	0.2037	
6100	58700.0	0.1049	0.009467	4.997E-4	0.5204	
6101	43810.0	0.1046	0.009943	4.155E-4	0.4847	
6102	59800.0	0.1056	0.0101	4.284E-4	0.394	
6103	23550.0	0.1064	0.01205	4.277E-4	0.3318	
6104	52130.0	0.1047	0.009965	4.811E-4	0.2836	
6105	41660.0	0.1047	0.005947	5.273E-4	0.4249	
6106	53450.0	0.1038	0.009873	4.973E-4	0.4647	
6107	59510.0	0.1075	0.01415	3.858E-4	0.5552	
6108	23970.0	0.1081	0.01305	4.367E-4	0.2751	
6109	48150.0	0.106	0.01358	5.13E-4	0.4285	
6110	4.7E+4	0.106	0.007783	5.15E-4	0.4016	
6111	35530.0	0.1079	0.007324	3.992E-4	0.4185	
6112	58610.0	0.1057	0.006948	5.368E-4	0.3438	
6113	33390.0	0.1057	0.01031	5.186E-4	0.3165	
6114	59680.0	0.1058	0.007397	5.337E-4	0.4281	
6115	59930.0	0.1064	0.006554	3.78E-4	0.4886	
6116	51110.0	0.104	0.006142	3.948E-4	0.4177	
6117	40430.0	0.1053	0.004111	4.541E-4	0.3857	
6118	51520.0	0.106	0.01092	5.7E-4	0.3699	
6119	40600.0	0.1065	0.01381	4.392E-4	0.6403	
6120	57570.0	0.1061	0.008208	4.131E-4	0.2475	
6121	58500.0	0.1057	0.009923	4.297E-4	0.6429	
6122	51660.0	0.1049	0.01024	4.439E-4	0.4588	
6123	1827.0	0.1057	0.009606	4.048E-4	0.6534	
6124	55590.0	0.1053	0.009914	4.266E-4	0.3491	
6125	55240.0	0.1061	0.008653	4.339E-4	0.4862	
6126	59610.0	0.1062	0.01052	4.279E-4	0.4439	
6127	38300.0	0.1051	0.01468	4.338E-4	0.5174	
6128	59950.0	0.1063	0.01315	4.318E-4	0.3292	
6129	54170.0	0.1053	0.01241	5.031E-4	0.2987	
6130	55340.0	0.1042	0.01484	5.126E-4	0.3795	
6131	58300.0	0.1042	0.009159	5.385E-4	0.3551	
6132	43460.0	0.1077	0.01031	4.496E-4	0.3253	
6133	53470.0	0.1056	0.007986	5.551E-4	0.3488	
6134	49640.0	0.105	0.006924	4.621E-4	0.4369	
6135	57400.0	0.105	0.007543	4.591E-4	0.6891	
6136	59380.0	0.1058	0.0056	4.273E-4	0.5019	
6137	57190.0	0.1053	0.007514	4.761E-4	0.4264	
6138	59930.0	0.1048	0.005862	4.433E-4	0.5694	
6139	53280.0	0.1064	0.006327	4.58E-4	0.4104	
6140	40830.0	0.1065	0.00706	4.709E-4	0.4122	
6141	51160.0	0.1037	0.005186	5.786E-4	0.2486	
6142	42400.0	0.1072	0.009456	5.409E-4	0.361	
6143	8822.0	0.1067	0.007723	5.903E-4	0.4121	
6144	56050.0	0.1046	0.007298	4.374E-4	0.3037	
6145	54920.0	0.1068	0.00796	4.606E-4	0.3462	
6146	19880.0	0.1047	0.012	4.529E-4	0.3776	
6147	46260.0	0.1066	0.01238	5.831E-4	0.4229	
6148	57410.0	0.1078	0.01046	4.125E-4	0.4437	
6149	56200.0	0.1076	0.01202	5.831E-4	0.2954	
6150	58620.0	0.1051	0.01079	4.384E-4	0.5572	
6151	59090.0	0.1062	0.01153	3.669E-4	0.2611	
6152	51220.0	0.1039	0.01108	4.118E-4	0.4883	
6153	53730.0	0.1061	0.008166	4.146E-4	0.2475	
6154	58390.0	0.1058	0.00611	6.198E-4	0.283	
6155	5.7E+4	0.106	0.0105	6.058E-4	0.2618	
6156	5.3E+4	0.1062	0.008245	5.62E-4	0.275	
6157	54360.0	0.1054	0.008669	6.145E-4	0.1696	
6158	59940.0	0.1049	0.007559	5.393E-4	0.4232	
6159	24780.0	0.1049	0.00847	5.711E-4	0.4021	
6160	47110.0	0.1048	0.006819	5.237E-4	0.3357	
6161	43140.0	0.1068	0.006852	5.809E-4	0.3407	
6162	57730.0	0.1043	0.00671	5.578E-4	0.5012	
6163	44520.0	0.1045	0.01344	3.952E-4	0.6255	
6164	45830.0	0.1052	0.01678	4.093E-4	0.546	
6165	59790.0	0.1069	0.01027	4.824E-4	0.3222	
6166	58330.0	0.1044	0.0106	6.136E-4	0.2858	
6167	59650.0	0.1068	0.01003	4.744E-4	0.4434	
6168	59350.0	0.1061	0.007975	4.887E-4	0.385	
6169	59490.0	0.1064	0.008473	4.398E-4	0.4949	
6170	38530.0	0.1044	0.011	5.335E-4	0.4038	
6171	21900.0	0.1068	0.009945	4.861E-4	0.4603	
6172	53280.0	0.106	0.0111	4.557E-4	0.4034	
6173	59570.0	0.1055	0.00829	4.613E-4	0.4314	
6174	53230.0	0.1054	0.007783	4.63E-4	0.4298	
6175	47060.0	0.1055	0.01058	4.268E-4	0.419	
6176	59940.0	0.106	0.009548	4.245E-4	0.5939	
6177	48170.0	0.1057	0.008679	3.757E-4	0.4713	
6178	42590.0	0.1054	0.01009	3.925E-4	0.5595	
6179	50930.0	0.1055	0.009188	3.762E-4	0.4392	
6180	9504.0	0.1057	0.009486	5.222E-4	0.265	
6181	55140.0	0.1043	0.01134	5.078E-4	0.2435	
6182	21740.0	0.1047	0.004286	5.145E-4	0.4016	
6183	55190.0	0.1039	0.004279	4.819E-4	0.589	
6184	59990.0	0.1086	0.009801	4.417E-4	0.5982	
6185	42360.0	0.1074	0.0207	5.355E-4	0.2841	
6186	53150.0	0.1062	0.008259	3.946E-4	0.4676	
6187	55880.0	0.106	0.01323	4.51E-4	0.4074	
6188	59190.0	0.1061	0.01082	4.596E-4	0.3528	
6189	59570.0	0.1048	0.01192	5.102E-4	0.3022	
6190	57770.0	0.1042	0.01574	4.574E-4	0.494	
6191	58780.0	0.1053	0.01146	4.851E-4	0.3645	
6192	50960.0	0.106	0.008256	5.672E-4	0.4319	
6193	27820.0	0.107	0.01427	5.758E-4	0.468	
6194	53070.0	0.1061	0.01196	4.379E-4	0.4722	
6195	59070.0	0.1051	0.00704	5.224E-4	0.4299	
6196	26550.0	0.1054	0.005444	5.139E-4	0.4308	
6197	58430.0	0.1069	0.005069	4.724E-4	0.245	
6198	41610.0	0.1052	0.006885	5.874E-4	0.2838	
6199	55070.0	0.1058	0.01029	6.35E-4	0.3284	
6200	32280.0	0.1054	0.009141	6.231E-4	0.3145	
6201	57700.0	0.1048	0.01123	4.684E-4	0.3026	
6202	41210.0	0.1062	0.006122	6.697E-4	0.4528	
6203	58800.0	0.1043	0.007218	5.456E-4	0.2883	
6204	52200.0	0.1069	0.007308	5.563E-4	0.3312	
6205	4.8E+4	0.1057	0.008131	5.024E-4	0.3354	
6206	55910.0	0.1069	0.008368	4.784E-4	0.4593	
6207	6.0E+4	0.105	0.01101	4.651E-4	0.3823	
6208	38660.0	0.106	0.006872	4.313E-4	0.5282	
6209	47970.0	0.107	0.007865	5.058E-4	0.5022	
6210	56700.0	0.1069	0.01166	4.101E-4	0.4829	
6211	46610.0	0.1043	0.007363	5.054E-4	0.6672	
6212	55330.0	0.1049	0.007228	4.962E-4	0.1879	
6213	43480.0	0.1054	0.00729	5.29E-4	0.4616	
6214	44710.0	0.1049	0.007528	4.882E-4	0.4985	
6215	52190.0	0.1068	0.01007	4.391E-4	0.6396	
6216	55950.0	0.1059	0.01065	3.605E-4	0.5384	
6217	47780.0	0.106	0.01215	4.427E-4	0.4551	
6218	56090.0	0.1045	0.0104	4.152E-4	0.5428	
6219	27660.0	0.1051	0.007037	4.784E-4	0.6166	
6220	51340.0	0.1041	0.01009	4.467E-4	0.2782	
6221	17700.0	0.1068	0.01171	5.287E-4	0.4253	
6222	58040.0	0.1061	0.0106	5.144E-4	0.4554	
6223	59110.0	0.1037	0.01022	4.918E-4	0.3121	
6224	11890.0	0.1039	0.008501	5.784E-4	0.3752	
6225	53590.0	0.1053	0.006833	4.511E-4	0.5365	
6226	30320.0	0.1043	0.005915	4.208E-4	0.6264	
6227	59370.0	0.1046	0.007166	4.071E-4	0.4744	
6228	56200.0	0.105	0.01072	3.594E-4	0.6564	
6229	58820.0	0.1069	0.01095	3.567E-4	0.5948	
6230	57300.0	0.1037	0.01117	3.291E-4	0.4436	
6231	59450.0	0.1077	0.006359	6.044E-4	0.2663	
6232	57340.0	0.1068	0.01673	5.984E-4	0.2984	
6233	41880.0	0.1048	0.008274	4.579E-4	0.2644	
6234	58870.0	0.1061	0.01198	4.516E-4	0.2715	
6235	57060.0	0.1061	0.01211	5.643E-4	0.3131	
6236	4.6E+4	0.1049	0.009714	4.826E-4	0.3702	
6237	58790.0	0.1047	0.009486	5.161E-4	0.4125	
6238	55240.0	0.1049	0.009642	5.288E-4	0.4262	
6239	59650.0	0.105	0.0096	4.383E-4	0.4691	
6240	57680.0	0.1057	0.006438	4.404E-4	0.7044	
6241	59970.0	0.1059	0.00841	4.651E-4	0.4786	
6242	57900.0	0.1056	0.007716	4.792E-4	0.428	
6243	56720.0	0.1063	0.009589	4.173E-4	0.5696	
6244	59790.0	0.1057	0.008378	3.577E-4	0.4763	
6245	50220.0	0.1052	0.00872	3.474E-4	0.707	
6246	59620.0	0.1074	0.01025	3.545E-4	0.2768	
6247	51380.0	0.105	0.009726	3.825E-4	0.3557	
6248	44410.0	0.1076	0.004505	3.609E-4	0.3203	
6249	56670.0	0.1054	0.004638	4.417E-4	0.5141	
6250	58680.0	0.1053	0.006681	5.032E-4	0.3731	
6251	52310.0	0.1051	0.008386	5.123E-4	0.4884	
6252	56830.0	0.1051	0.01084	4.247E-4	0.4284	
6253	58230.0	0.1062	0.01017	3.879E-4	0.3844	
6254	57560.0	0.1061	0.008397	5.219E-4	0.2927	
6255	56850.0	0.1051	0.008802	5.452E-4	0.4266	
6256	53150.0	0.1056	0.007297	4.711E-4	0.4341	
6257	54180.0	0.1059	0.009378	4.487E-4	0.3958	
6258	52680.0	0.1046	0.01056	4.581E-4	0.3555	
6259	60010.0	0.1053	0.005318	4.293E-4	0.6457	
6260	41880.0	0.1045	0.006812	4.034E-4	0.5928	
6261	58180.0	0.1068	0.007032	4.202E-4	0.6065	
6262	52740.0	0.1057	0.006785	4.402E-4	0.5122	
6263	58860.0	0.1058	0.007389	5.285E-4	0.4359	
6264	54880.0	0.1067	0.01336	4.499E-4	0.3519	
6265	59360.0	0.1049	0.01047	5.075E-4	0.3268	
6266	38750.0	0.1061	0.008716	5.208E-4	0.3525	
6267	14340.0	0.1054	0.01052	5.124E-4	0.4048	
6268	59270.0	0.1058	0.0121	4.789E-4	0.2443	
6269	48020.0	0.1053	0.006636	5.029E-4	0.5433	
6270	42980.0	0.1062	0.009089	4.129E-4	0.6436	
6271	54460.0	0.1045	0.009661	3.826E-4	0.4828	
6272	59820.0	0.1042	0.006443	3.985E-4	0.5859	
6273	58060.0	0.1052	0.006102	5.12E-4	0.1669	
6274	59060.0	0.1056	0.005343	5.632E-4	0.2896	
6275	58980.0	0.1055	0.00951	5.62E-4	0.3492	
6276	57310.0	0.105	0.009339	5.297E-4	0.4919	
6277	57200.0	0.1032	0.01433	4.509E-4	0.6074	
6278	57340.0	0.1043	0.013	4.48E-4	0.4639	
6279	6.0E+4	0.1068	0.01125	4.438E-4	0.3824	
