Iteration	M	a	b	e	h	
11999	56020.0	0.1063	0.00983	3.542E-4	0.4879	
12000	57970.0	0.1051	0.008166	3.641E-4	0.3889	
12001	2.1E+4	0.1056	0.009176	4.107E-4	0.3832	
12002	59690.0	0.1055	0.008549	7.141E-4	0.3715	
12003	33310.0	0.1051	0.01224	4.039E-4	0.4435	
12004	58190.0	0.1066	0.0135	4.664E-4	0.3471	
12005	52840.0	0.1046	0.0118	4.698E-4	0.4256	
12006	50320.0	0.1062	0.0115	5.356E-4	0.2146	
12007	41050.0	0.1047	0.004324	5.688E-4	0.4088	
12008	48860.0	0.1059	0.005541	5.739E-4	0.4563	
12009	10400.0	0.1061	0.0067	4.646E-4	0.3525	
12010	32670.0	0.1065	0.01298	5.467E-4	0.3768	
12011	59580.0	0.107	0.01439	5.409E-4	0.4255	
12012	57060.0	0.1055	0.004723	3.658E-4	0.5538	
12013	57450.0	0.1051	0.008421	4.353E-4	0.4136	
12014	53400.0	0.1044	0.007769	5.142E-4	0.3563	
12015	39320.0	0.1061	0.0113	4.644E-4	0.3052	
12016	50850.0	0.1068	0.01033	4.683E-4	0.3477	
12017	56970.0	0.1063	0.005459	5.072E-4	0.3332	
12018	42310.0	0.1056	0.004867	5.18E-4	0.338	
12019	45660.0	0.1061	0.00569	5.438E-4	0.4037	
12020	38930.0	0.1058	0.007232	4.577E-4	0.5637	
12021	56110.0	0.1071	0.007827	4.078E-4	0.5524	
12022	37690.0	0.105	0.006571	4.354E-4	0.449	
12023	59240.0	0.1065	0.006707	5.095E-4	0.3049	
12024	39460.0	0.1047	0.009395	4.546E-4	0.4646	
12025	27290.0	0.1041	0.009123	4.673E-4	0.3919	
12026	58660.0	0.1055	0.006547	4.55E-4	0.4106	
12027	48640.0	0.1063	0.009555	4.597E-4	0.3219	
12028	57940.0	0.1053	0.01137	4.797E-4	0.3884	
12029	59520.0	0.1046	0.01102	4.727E-4	0.3916	
12030	57070.0	0.1063	0.009249	4.678E-4	0.351	
12031	56110.0	0.1051	0.01089	4.278E-4	0.5582	
12032	45990.0	0.1043	0.01205	4.712E-4	0.3997	
12033	59490.0	0.105	0.009324	5.689E-4	0.3392	
12034	59850.0	0.1057	0.008925	4.221E-4	0.2579	
12035	59710.0	0.1068	0.007134	4.335E-4	0.5289	
12036	23050.0	0.1053	0.006847	5.148E-4	0.3839	
12037	51100.0	0.1059	0.006091	5.442E-4	0.3038	
12038	44060.0	0.1063	0.004434	5.12E-4	0.2901	
12039	59090.0	0.1042	0.01095	5.35E-4	0.461	
12040	59930.0	0.1039	0.01167	4.735E-4	0.4695	
12041	57250.0	0.1064	0.01137	6.007E-4	0.3494	
12042	55780.0	0.106	0.01025	4.932E-4	0.3545	
12043	56470.0	0.1052	0.007309	4.965E-4	0.4519	
12044	52730.0	0.1052	0.008504	4.457E-4	0.3154	
12045	57460.0	0.1047	0.009117	4.678E-4	0.4478	
12046	38880.0	0.1053	0.0111	5.123E-4	0.5452	
12047	59190.0	0.1057	0.01028	4.793E-4	0.476	
12048	59070.0	0.1055	0.006315	4.966E-4	0.3282	
12049	49470.0	0.1056	0.009845	5.068E-4	0.5207	
12050	53570.0	0.1036	0.009345	5.051E-4	0.4055	
12051	45170.0	0.1055	0.009926	6.199E-4	0.2684	
12052	56510.0	0.1057	0.01333	4.595E-4	0.2331	
12053	49950.0	0.1061	0.01423	5.013E-4	0.6118	
12054	37700.0	0.1072	0.01446	5.08E-4	0.6302	
12055	56830.0	0.1048	0.01479	4.24E-4	0.4303	
12056	49440.0	0.1049	0.01307	4.594E-4	0.4958	
12057	58670.0	0.1073	0.00571	4.746E-4	0.4679	
12058	52140.0	0.1041	0.008094	4.083E-4	0.4094	
12059	50730.0	0.104	0.008982	4.711E-4	0.3873	
12060	40560.0	0.1068	0.009193	4.821E-4	0.3274	
12061	46350.0	0.1039	0.01011	4.41E-4	0.5578	
12062	49.09	0.1052	0.009652	4.051E-4	0.4904	
12063	59190.0	0.1072	0.008673	3.988E-4	0.8824	
12064	36150.0	0.1067	0.008154	3.708E-4	0.6929	
12065	58810.0	0.1063	0.008876	4.551E-4	0.5975	
12066	29380.0	0.1056	0.01188	4.213E-4	0.6343	
12067	53460.0	0.1068	0.01171	4.526E-4	0.5638	
12068	6.0E+4	0.1072	0.006594	4.45E-4	0.6144	
12069	52210.0	0.1054	0.004952	4.469E-4	0.5946	
12070	50430.0	0.1063	0.00631	5.011E-4	0.5312	
12071	51440.0	0.1059	0.006461	4.82E-4	0.3689	
12072	57110.0	0.1063	0.005934	4.154E-4	0.3808	
12073	25890.0	0.106	0.005848	4.535E-4	0.3864	
12074	58770.0	0.1064	0.006601	4.842E-4	0.4356	
12075	20840.0	0.1058	0.01091	4.954E-4	0.4455	
12076	58800.0	0.1058	0.006823	4.336E-4	0.4186	
12077	37940.0	0.1059	0.008976	4.513E-4	0.5142	
12078	55390.0	0.1054	0.008909	4.878E-4	0.5747	
12079	54050.0	0.1059	0.01055	3.66E-4	0.5011	
12080	55930.0	0.1057	0.01192	4.136E-4	0.5343	
12081	59560.0	0.1054	0.008826	4.39E-4	0.5433	
12082	58580.0	0.107	0.008367	4.931E-4	0.5391	
12083	57970.0	0.1043	0.01181	4.375E-4	0.5398	
12084	45150.0	0.1054	0.01008	4.292E-4	0.4166	
12085	13760.0	0.1051	0.01002	5.486E-4	0.404	
12086	33670.0	0.1067	0.00893	3.974E-4	0.2716	
12087	55530.0	0.1074	0.009066	6.058E-4	0.3114	
12088	59400.0	0.1045	0.02028	5.873E-4	0.2416	
12089	54130.0	0.1036	0.01839	5.222E-4	0.3243	
12090	21020.0	0.1056	0.01954	4.592E-4	0.4846	
12091	56540.0	0.1061	0.016	5.168E-4	0.2827	
12092	6.0E+4	0.1054	0.009991	5.226E-4	0.6272	
12093	59730.0	0.1069	0.01236	5.512E-4	0.4722	
12094	54760.0	0.1042	0.01303	4.507E-4	0.4571	
12095	54190.0	0.1065	0.009507	4.323E-4	0.6723	
12096	55740.0	0.1072	0.008403	3.824E-4	0.5253	
12097	51350.0	0.1061	0.00702	4.2E-4	0.4815	
12098	18810.0	0.106	0.009314	4.611E-4	0.5015	
12099	59280.0	0.1059	0.008545	4.831E-4	0.2946	
12100	32780.0	0.1053	0.009419	4.802E-4	0.3166	
12101	59970.0	0.105	0.008483	4.784E-4	0.3162	
12102	54520.0	0.1051	0.008498	4.356E-4	0.5121	
12103	56570.0	0.1073	0.009519	4.165E-4	0.4909	
12104	59180.0	0.1062	0.007984	5.05E-4	0.454	
12105	5.1E+4	0.1043	0.00882	4.236E-4	0.5582	
12106	55670.0	0.1065	0.01036	4.5E-4	0.2924	
12107	46030.0	0.107	0.009339	4.209E-4	0.4662	
12108	59540.0	0.1044	0.008085	4.414E-4	0.2258	
12109	56650.0	0.1059	0.01269	6.088E-4	0.4816	
12110	55780.0	0.1056	0.0113	5.978E-4	0.3881	
12111	29130.0	0.1077	0.01441	4.272E-4	0.3763	
12112	30160.0	0.1074	0.01302	5.719E-4	0.2355	
12113	58940.0	0.104	0.01525	4.205E-4	0.7225	
12114	49490.0	0.1052	0.01599	4.232E-4	0.6438	
12115	58230.0	0.1052	0.01574	3.862E-4	0.5347	
12116	47970.0	0.1061	0.01301	4.596E-4	0.3128	
12117	53440.0	0.1064	0.009232	5.945E-4	0.2562	
12118	59870.0	0.1077	0.008378	5.5E-4	0.3763	
12119	5.8E+4	0.1056	0.007756	5.02E-4	0.362	
12120	59950.0	0.1052	0.005785	4.951E-4	0.4197	
12121	51620.0	0.1064	0.008827	4.171E-4	0.4521	
12122	57760.0	0.1053	0.007562	4.921E-4	0.6364	
12123	57710.0	0.1063	0.008387	5.077E-4	0.4386	
12124	41210.0	0.105	0.009038	5.143E-4	0.431	
12125	59490.0	0.1048	0.01481	5.225E-4	0.4335	
12126	51460.0	0.1053	0.006313	5.627E-4	0.3649	
12127	38520.0	0.107	0.005474	5.919E-4	0.3412	
12128	59970.0	0.1033	0.006109	5.741E-4	0.328	
12129	53190.0	0.1061	0.003856	5.194E-4	0.5159	
12130	59620.0	0.1042	0.006961	5.267E-4	0.2383	
12131	59940.0	0.1045	0.007716	5.365E-4	0.2873	
12132	59090.0	0.1051	0.009357	5.08E-4	0.5137	
12133	59930.0	0.1054	0.008764	3.997E-4	0.4143	
12134	53240.0	0.1055	0.007843	5.245E-4	0.3676	
12135	56580.0	0.1047	0.006329	5.307E-4	0.4315	
12136	57140.0	0.1039	0.007607	5.466E-4	0.3935	
12137	58470.0	0.1057	0.008033	4.182E-4	0.4608	
12138	59750.0	0.1045	0.01152	5.278E-4	0.4013	
12139	58420.0	0.1047	0.009346	4.562E-4	0.2998	
12140	35050.0	0.1045	0.009181	4.16E-4	0.7001	
12141	59790.0	0.1074	0.01027	3.784E-4	0.6521	
12142	30760.0	0.1062	0.01003	3.709E-4	0.5413	
12143	26160.0	0.1062	0.008944	4.271E-4	0.5296	
12144	13330.0	0.1057	0.01312	4.215E-4	0.4425	
12145	59990.0	0.1063	0.01161	4.107E-4	0.4731	
12146	59550.0	0.1059	0.01268	4.532E-4	0.4268	
12147	59990.0	0.1062	0.01075	4.736E-4	0.4078	
12148	36920.0	0.1057	0.008335	5.132E-4	0.5053	
12149	57680.0	0.106	0.01032	5.75E-4	0.4393	
12150	59990.0	0.1071	0.006859	4.374E-4	0.4922	
12151	6.0E+4	0.1044	0.008212	4.027E-4	0.3961	
12152	42740.0	0.1036	0.0124	4.389E-4	0.5109	
12153	58890.0	0.1073	0.009611	4.411E-4	0.4506	
12154	59050.0	0.1059	0.009355	3.871E-4	0.5372	
12155	59890.0	0.1065	0.007148	4.134E-4	0.6388	
12156	58120.0	0.1067	0.006771	3.877E-4	0.316	
12157	42140.0	0.106	0.005048	5.314E-4	0.2661	
12158	34250.0	0.1049	0.00517	5.648E-4	0.2871	
12159	40680.0	0.1057	0.008745	5.487E-4	0.2483	
12160	30290.0	0.1057	0.006046	5.728E-4	0.4101	
12161	52240.0	0.106	0.00515	4.266E-4	0.4509	
12162	21880.0	0.1061	0.005638	4.263E-4	0.5079	
12163	31900.0	0.1062	0.005724	4.722E-4	0.497	
12164	44910.0	0.1056	0.01029	4.66E-4	0.4649	
12165	59210.0	0.1059	0.009137	4.448E-4	0.5833	
12166	41560.0	0.1047	0.0106	4.199E-4	0.5234	
12167	59430.0	0.1047	0.01034	4.388E-4	0.6687	
12168	6.0E+4	0.1074	0.01715	4.359E-4	0.4915	
12169	59100.0	0.106	0.01457	4.206E-4	0.6649	
12170	1129.0	0.1056	0.01325	4.869E-4	0.309	
12171	42740.0	0.1049	0.0127	4.175E-4	0.4429	
12172	59080.0	0.1055	0.009302	4.629E-4	0.5727	
12173	36770.0	0.1058	0.01068	4.902E-4	0.4719	
12174	52890.0	0.1043	0.01577	4.953E-4	0.5808	
12175	54250.0	0.1059	0.009511	4.829E-4	0.5833	
12176	56570.0	0.1052	0.007212	4.572E-4	0.537	
12177	44180.0	0.1056	0.009498	5.413E-4	0.2898	
12178	59450.0	0.1044	0.006755	4.7E-4	0.5504	
12179	59870.0	0.1049	0.0137	4.589E-4	0.5667	
12180	50380.0	0.1065	0.01147	4.857E-4	0.4151	
12181	59240.0	0.1065	0.008671	5.078E-4	0.5011	
12182	45510.0	0.1053	0.01155	4.391E-4	0.4999	
12183	26690.0	0.1054	0.01325	4.37E-4	0.5606	
12184	44580.0	0.1067	0.01118	4.42E-4	0.4308	
12185	50650.0	0.1058	0.009363	4.433E-4	0.4279	
12186	57340.0	0.1066	0.006579	3.681E-4	0.4828	
12187	59810.0	0.1072	0.004171	5.985E-4	0.384	
12188	31140.0	0.1044	0.004527	4.894E-4	0.4409	
12189	53040.0	0.1075	0.01001	4.944E-4	0.4036	
12190	47610.0	0.1083	0.007001	5.497E-4	0.5264	
12191	59880.0	0.1069	0.007575	5.189E-4	0.4144	
12192	57700.0	0.1065	0.01077	5.839E-4	0.2324	
12193	6.0E+4	0.1066	0.007269	4.081E-4	0.4797	
12194	58670.0	0.1047	0.009042	3.966E-4	0.5238	
12195	8844.0	0.105	0.006664	4.456E-4	0.573	
12196	59350.0	0.1052	0.00772	4.08E-4	0.8194	
12197	59330.0	0.1065	0.008766	4.054E-4	0.4547	
12198	57050.0	0.1057	0.009497	4.831E-4	0.4544	
12199	23950.0	0.1071	0.009155	5.028E-4	0.5394	
12200	56760.0	0.1067	0.006296	4.545E-4	0.5074	
12201	59580.0	0.1055	0.006248	5.31E-4	0.3096	
12202	59210.0	0.1065	0.007808	3.932E-4	0.3267	
12203	58740.0	0.1081	0.005332	5.134E-4	0.4309	
12204	56340.0	0.105	0.004488	4.771E-4	0.3326	
12205	-11670.0	0.1074	0.004221	4.878E-4	0.5099	
12206	40860.0	0.1053	0.007041	5.458E-4	0.2699	
12207	57360.0	0.1053	0.007314	5.049E-4	0.3141	
12208	58740.0	0.1054	0.007808	5.55E-4	0.1986	
12209	59880.0	0.1059	0.007717	6.09E-4	0.509	
12210	55060.0	0.107	0.008732	3.496E-4	0.3536	
12211	35840.0	0.1071	0.007906	4.545E-4	0.3966	
12212	59650.0	0.1072	0.009403	4.994E-4	0.3427	
12213	46560.0	0.1046	0.005053	4.64E-4	0.4202	
12214	39690.0	0.1041	0.006864	4.975E-4	0.3694	
12215	46540.0	0.1066	0.008771	4.781E-4	0.4197	
12216	51770.0	0.1055	0.007618	4.562E-4	0.3797	
12217	59790.0	0.1058	0.005295	4.564E-4	0.4398	
12218	55860.0	0.1057	0.005258	4.675E-4	0.5296	
12219	44050.0	0.1063	0.006893	5.746E-4	0.4566	
12220	52290.0	0.1067	0.01146	5.312E-4	0.6467	
12221	53300.0	0.105	0.01184	5.008E-4	0.6123	
12222	34290.0	0.1056	0.01008	3.424E-4	0.4513	
12223	6.0E+4	0.1052	0.01248	3.649E-4	0.5044	
12224	6.0E+4	0.1057	0.00908	4.497E-4	0.3602	
12225	59920.0	0.1051	0.009212	4.7E-4	0.3087	
12226	58900.0	0.1045	0.008447	4.401E-4	0.3515	
12227	39280.0	0.1067	0.007617	4.495E-4	0.3544	
12228	49350.0	0.1054	0.006751	4.542E-4	0.3851	
12229	54900.0	0.1073	0.009663	5.76E-4	0.2837	
12230	53290.0	0.1039	0.003484	6.802E-4	0.3848	
12231	53210.0	0.1077	0.008949	4.219E-4	0.5622	
12232	6.0E+4	0.1043	0.008127	4.575E-4	0.4643	
12233	12170.0	0.1062	0.005527	3.598E-4	0.4905	
12234	4.9E+4	0.1063	0.00626	5.304E-4	0.489	
12235	49150.0	0.1057	0.008809	5.869E-4	0.3801	
12236	-612.2	0.1045	0.008423	5.213E-4	0.3458	
12237	55610.0	0.105	0.009298	6.073E-4	0.3341	
12238	59890.0	0.1059	0.007691	5.239E-4	0.358	
12239	58100.0	0.1058	0.008356	5.313E-4	0.3039	
12240	44630.0	0.1051	0.004429	5.888E-4	0.4716	
12241	52940.0	0.106	0.006346	3.857E-4	0.6087	
12242	56250.0	0.1051	0.007162	4.282E-4	0.4628	
12243	47340.0	0.1069	0.005754	4.044E-4	0.4827	
12244	57810.0	0.1049	0.005461	5.322E-4	0.287	
12245	57260.0	0.1051	0.006965	5.585E-4	0.2374	
12246	42670.0	0.105	0.009378	6.171E-4	0.3166	
12247	-13740.0	0.1063	0.01014	4.296E-4	0.3199	
12248	59060.0	0.1063	0.01295	5.279E-4	0.4231	
12249	54510.0	0.1064	0.0112	4.213E-4	0.5002	
12250	57380.0	0.1044	0.007425	3.993E-4	0.4555	
12251	59070.0	0.1054	0.009697	5.682E-4	0.3976	
12252	54960.0	0.1066	0.009536	4.5E-4	0.634	
12253	59290.0	0.1046	0.009347	4.205E-4	0.7443	
12254	42200.0	0.1069	0.007975	4.171E-4	0.5255	
12255	-3263.0	0.1067	0.00581	4.84E-4	0.5236	
12256	48240.0	0.1047	0.01034	4.392E-4	0.5396	
12257	57360.0	0.1071	0.006835	5.027E-4	0.508	
12258	51780.0	0.1069	0.005451	4.036E-4	0.3506	
12259	42870.0	0.1048	0.005436	6.391E-4	0.2308	
12260	59030.0	0.1054	0.01026	4.127E-4	0.2667	
12261	59790.0	0.1064	0.009705	5.199E-4	0.4171	
12262	59850.0	0.1054	0.007966	4.905E-4	0.3272	
12263	59420.0	0.1064	0.007203	4.861E-4	0.4913	
12264	57580.0	0.1064	0.006974	4.64E-4	0.3496	
12265	47850.0	0.1044	0.006831	4.102E-4	0.4368	
12266	58820.0	0.1067	0.007043	5.122E-4	0.2841	
12267	44450.0	0.1056	0.006774	4.49E-4	0.5751	
12268	47740.0	0.1075	0.007872	4.695E-4	0.3585	
12269	48240.0	0.1031	0.009616	5.442E-4	0.3925	
12270	57600.0	0.1039	0.006943	3.699E-4	0.3413	
12271	44450.0	0.1075	0.006921	5.954E-4	0.2647	
12272	58930.0	0.1066	0.01068	5.007E-4	0.362	
12273	58410.0	0.1054	0.01062	5.397E-4	0.3457	
12274	19160.0	0.1056	0.01124	5.124E-4	0.3657	
12275	28360.0	0.1069	0.01308	4.527E-4	0.4866	
12276	57960.0	0.1054	0.01271	4.159E-4	0.5597	
12277	58330.0	0.1066	0.01306	3.738E-4	0.5576	
12278	57040.0	0.1075	0.01389	4.844E-4	0.3851	
12279	59300.0	0.1071	0.01444	4.536E-4	0.6348	
12280	54800.0	0.1063	0.01547	3.975E-4	0.4162	
12281	60010.0	0.1055	0.008555	5.102E-4	0.4427	
12282	51920.0	0.1062	0.009417	5.227E-4	0.3504	
12283	57220.0	0.1038	0.007129	5.382E-4	0.2578	
12284	39020.0	0.1055	0.006946	5.868E-4	0.3133	
12285	29640.0	0.1051	0.007412	5.709E-4	0.2922	
12286	58510.0	0.1068	0.008121	5.467E-4	0.2608	
12287	56540.0	0.1057	0.007748	5.24E-4	0.3714	
12288	42040.0	0.1061	0.01196	4.511E-4	0.5129	
12289	54480.0	0.1067	0.01398	4.101E-4	0.4633	
12290	45790.0	0.1066	0.01252	4.191E-4	0.5636	
12291	57390.0	0.1067	0.01163	4.285E-4	0.547	
12292	39630.0	0.1038	0.007359	4.464E-4	0.4424	
12293	37320.0	0.1075	0.00593	4.942E-4	0.2962	
12294	58510.0	0.1059	0.00729	5.198E-4	0.3672	
12295	59980.0	0.1054	0.01024	4.951E-4	0.3785	
12296	59680.0	0.1059	0.01147	4.355E-4	0.4818	
12297	56910.0	0.105	0.01022	3.591E-4	0.6967	
12298	16510.0	0.1059	0.01239	3.412E-4	0.547	
12299	45530.0	0.1061	0.008894	4.615E-4	0.338	
12300	40950.0	0.1064	0.00908	5.928E-4	0.296	
12301	59690.0	0.1066	0.006497	5.524E-4	0.2694	
12302	54390.0	0.1051	0.006368	5.33E-4	0.3774	
12303	53060.0	0.1058	0.01107	4.706E-4	0.4776	
12304	56820.0	0.106	0.01173	5.209E-4	0.5119	
12305	58320.0	0.1053	0.007496	4.353E-4	0.5922	
12306	59970.0	0.1067	0.008238	4.475E-4	0.3025	
12307	58880.0	0.1057	0.01258	5.416E-4	0.3358	
12308	54520.0	0.1061	0.01037	4.961E-4	0.3818	
12309	32280.0	0.1049	0.008856	5.252E-4	0.3158	
12310	59980.0	0.1052	0.008122	5.396E-4	0.3786	
12311	59530.0	0.1064	0.008902	4.663E-4	0.4911	
12312	59800.0	0.1058	0.008171	4.898E-4	0.4212	
12313	59040.0	0.1048	0.008254	5.277E-4	0.4488	
12314	53420.0	0.105	0.01224	4.956E-4	0.4041	
12315	60010.0	0.1054	0.01001	7.005E-4	0.1782	
12316	41490.0	0.1068	0.006253	5.489E-4	0.233	
12317	58710.0	0.1061	0.01063	5.179E-4	0.2153	
12318	48440.0	0.1041	0.006437	6.1E-4	0.4791	
12319	45320.0	0.1065	0.01656	5.274E-4	0.3058	
12320	47120.0	0.1032	0.01393	4.873E-4	0.5224	
12321	53620.0	0.1069	0.0128	5.082E-4	0.3611	
12322	47250.0	0.1053	0.01346	5.221E-4	0.2239	
12323	55460.0	0.1052	0.006874	5.257E-4	0.4725	
12324	45020.0	0.1073	0.008028	4.253E-4	0.6853	
12325	55800.0	0.1046	0.008275	3.926E-4	0.4793	
12326	29240.0	0.1053	0.007923	4.827E-4	0.5258	
12327	56770.0	0.1054	0.006781	4.395E-4	0.6294	
12328	54150.0	0.1049	0.00679	4.298E-4	0.4515	
12329	-381.2	0.1054	0.005823	3.986E-4	0.5941	
12330	59850.0	0.1061	0.008702	5.221E-4	0.6116	
12331	41850.0	0.1063	0.009591	4.759E-4	0.6617	
12332	57270.0	0.107	0.01014	3.923E-4	0.3703	
12333	52360.0	0.1064	0.005219	5.872E-4	0.2833	
12334	57860.0	0.1045	0.01292	5.004E-4	0.4631	
12335	5.4E+4	0.1068	0.01185	4.867E-4	0.4143	
12336	43300.0	0.1057	0.003889	4.709E-4	0.2984	
12337	52080.0	0.1062	0.005173	3.89E-4	0.2485	
12338	49250.0	0.1064	0.009321	5.443E-4	0.5225	
12339	57420.0	0.1051	0.01005	4.001E-4	0.4045	
12340	59060.0	0.1035	0.006365	5.037E-4	0.3695	
12341	59970.0	0.1057	0.01064	5.28E-4	0.2772	
12342	47230.0	0.1057	0.01146	4.551E-4	0.2916	
12343	59850.0	0.107	0.01221	5.468E-4	0.2722	
12344	58760.0	0.107	0.009408	4.552E-4	0.3073	
12345	57260.0	0.1049	0.007473	5.43E-4	0.3348	
12346	57060.0	0.1063	0.006041	4.622E-4	0.3403	
12347	53570.0	0.1062	0.009558	5.024E-4	0.3539	
12348	59970.0	0.105	0.009119	4.795E-4	0.3615	
12349	55750.0	0.106	0.008545	4.367E-4	0.727	
12350	58610.0	0.1068	0.01246	3.846E-4	0.7424	
12351	52310.0	0.1065	0.01182	4.074E-4	0.4354	
12352	59470.0	0.1051	0.01239	3.997E-4	0.5188	
12353	54240.0	0.1061	0.01017	3.954E-4	0.434	
12354	59860.0	0.1034	0.007854	3.988E-4	0.5869	
12355	59780.0	0.1068	0.006206	4.181E-4	0.3972	
12356	49400.0	0.1054	0.005508	4.591E-4	0.48	
12357	24100.0	0.1048	0.00906	3.691E-4	0.5436	
12358	54970.0	0.1052	0.007915	4.587E-4	0.2891	
12359	51800.0	0.1055	0.009301	5.406E-4	0.5062	
12360	51890.0	0.1056	0.01079	5.461E-4	0.452	
12361	59900.0	0.1062	0.01627	4.707E-4	0.3575	
12362	59200.0	0.1065	0.016	5.106E-4	0.3523	
12363	51550.0	0.1055	0.006757	5.456E-4	0.2719	
12364	54250.0	0.1049	0.008708	5.769E-4	0.4582	
12365	40040.0	0.1053	0.01553	4.806E-4	0.4385	
12366	49890.0	0.1058	0.01193	4.126E-4	0.589	
12367	58720.0	0.1055	0.01034	4.703E-4	0.5928	
12368	59720.0	0.107	0.01109	5.408E-4	0.2859	
12369	54850.0	0.1058	0.0107	4.884E-4	0.3253	
12370	57850.0	0.1062	0.01056	4.827E-4	0.2927	
12371	53580.0	0.1052	0.01013	5.389E-4	0.4913	
12372	59270.0	0.1048	0.008325	5.417E-4	0.4261	
12373	50920.0	0.1061	0.005897	5.17E-4	0.4085	
12374	48330.0	0.1047	0.005224	4.614E-4	0.6254	
12375	22790.0	0.1042	0.009408	4.418E-4	0.2838	
12376	51110.0	0.1051	0.007784	4.68E-4	0.4624	
12377	58820.0	0.1043	0.009981	4.595E-4	0.678	
12378	59610.0	0.1046	0.00691	4.405E-4	0.537	
12379	54240.0	0.1071	0.0109	4.155E-4	0.3842	
12380	59710.0	0.1036	0.00841	4.783E-4	0.3434	
12381	43440.0	0.1074	0.007785	4.89E-4	0.3714	
12382	48390.0	0.1056	0.007293	4.509E-4	0.4286	
12383	14560.0	0.1073	0.008234	4.668E-4	0.3362	
12384	58480.0	0.1051	0.006685	5.185E-4	0.347	
12385	38400.0	0.1065	0.007834	4.639E-4	0.5957	
12386	32060.0	0.1055	0.01039	4.467E-4	0.3841	
12387	59240.0	0.1057	0.009501	4.326E-4	0.5114	
12388	21790.0	0.1073	0.009784	3.772E-4	0.6753	
12389	59480.0	0.1069	0.0104	4.028E-4	0.6822	
12390	49590.0	0.1054	0.008765	3.858E-4	0.4978	
12391	58890.0	0.1059	0.008022	4.031E-4	0.4809	
12392	54610.0	0.1046	0.01079	4.656E-4	0.3533	
12393	45800.0	0.1044	0.01102	4.632E-4	0.5533	
12394	44010.0	0.1055	0.007612	5.264E-4	0.3052	
12395	59980.0	0.1058	0.007089	5.288E-4	0.7792	
12396	27400.0	0.1055	0.008964	4.884E-4	0.7154	
12397	48970.0	0.1055	0.009372	3.398E-4	0.5794	
12398	47730.0	0.106	0.01003	5.259E-4	0.3102	
12399	59730.0	0.1051	0.01037	5.415E-4	0.2809	
12400	23010.0	0.1064	0.0176	4.69E-4	0.2989	
12401	56770.0	0.1052	0.009896	4.765E-4	0.2631	
12402	38670.0	0.1055	0.005981	4.54E-4	0.6035	
12403	59390.0	0.1052	0.01138	5.22E-4	0.6049	
12404	57800.0	0.1056	0.01324	4.959E-4	0.4509	
12405	59950.0	0.1059	0.008618	4.875E-4	0.5016	
12406	36130.0	0.1056	0.00485	4.212E-4	0.3953	
12407	46090.0	0.1065	0.004914	4.682E-4	0.5863	
12408	57060.0	0.1031	0.004882	4.956E-4	0.6142	
12409	57540.0	0.1035	0.01145	4.196E-4	0.4895	
12410	57620.0	0.1079	0.01274	5.023E-4	0.3311	
12411	49760.0	0.1036	0.008326	4.938E-4	0.3747	
12412	43270.0	0.1077	0.009957	4.834E-4	0.5022	
12413	59060.0	0.1079	0.01005	4.135E-4	0.6218	
12414	48920.0	0.1044	0.009962	4.302E-4	0.707	
12415	59700.0	0.1052	0.01203	4.061E-4	0.6491	
12416	55880.0	0.1041	0.01078	3.799E-4	0.6739	
12417	6.0E+4	0.1065	0.01247	3.563E-4	0.5425	
12418	36910.0	0.1061	0.01031	3.52E-4	0.4782	
12419	52320.0	0.1057	0.007656	4.356E-4	0.7224	
12420	29680.0	0.1067	0.007122	4.201E-4	0.4527	
12421	46210.0	0.1044	0.004543	3.952E-4	0.6889	
12422	57530.0	0.1036	0.009443	4.167E-4	0.9497	
12423	41960.0	0.1047	0.008512	3.834E-4	0.9401	
12424	58970.0	0.1071	0.01029	3.938E-4	0.3391	
12425	43640.0	0.1059	0.00841	6.113E-4	0.2441	
12426	44540.0	0.1066	0.006629	5.905E-4	0.3155	
12427	42110.0	0.1062	0.007233	5.036E-4	0.3305	
12428	22450.0	0.1061	0.007364	4.814E-4	0.3178	
12429	59790.0	0.105	0.009545	4.744E-4	0.5362	
12430	57990.0	0.106	0.009283	3.86E-4	0.4118	
12431	37010.0	0.1036	0.007258	5.508E-4	0.4105	
12432	55370.0	0.1056	0.006246	5.319E-4	0.4198	
12433	52100.0	0.1056	0.006397	4.026E-4	0.7117	
12434	36410.0	0.1055	0.01263	3.711E-4	0.6386	
12435	57490.0	0.1063	0.01663	3.613E-4	0.3597	
12436	29050.0	0.1073	0.008345	5.699E-4	0.3714	
12437	58370.0	0.1051	0.007413	5.341E-4	0.3711	
12438	59730.0	0.1064	0.008577	4.594E-4	0.4098	
12439	57540.0	0.1052	0.01119	4.474E-4	0.444	
12440	57970.0	0.1069	0.01181	4.839E-4	0.4526	
12441	55460.0	0.1066	0.01102	4.637E-4	0.4684	
12442	52790.0	0.1053	0.007721	4.752E-4	0.488	
12443	53780.0	0.1051	0.007041	4.439E-4	0.5671	
12444	59700.0	0.1057	0.009588	4.552E-4	0.3833	
12445	54520.0	0.1079	0.007814	5.098E-4	0.4307	
12446	45480.0	0.106	0.008256	4.972E-4	0.2475	
12447	42560.0	0.1053	0.00569	4.784E-4	0.5084	
12448	59370.0	0.1056	0.008582	4.465E-4	0.4254	
12449	57040.0	0.1055	0.008189	4.414E-4	0.3475	
12450	22810.0	0.1057	0.00699	4.918E-4	0.3727	
